name_allsides,url_as,bias_as,agree_as,disagree_as,agree_ratio_as,agree_desc_as,orig_name_as,unique_id_as,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc,orig_name_mbfc,unique_id_mbfc,name_mbfc
,,,,,,,,,https://mediabiasfactcheck.com/mental-floss/,center,high,united states,"364,240",mental floss,1886.0,mental floss
,,,,,,,,,https://mediabiasfactcheck.com/mercatornet/,right,high,australia,"8,140,187",mercatornet,1887.0,mercatornet
,,,,,,,,,https://mediabiasfactcheck.com/mercatus-center/,right-center,high,united states,"167,222",mercatus,1888.0,mercatus
,,,,,,,,,https://mediabiasfactcheck.com/mercopress/,center,high,uruguay,"229,274",mercopress,1889.0,mercopress
,,,,,,,,,https://mediabiasfactcheck.com/merion-west/,center,high,united states,"4,671",merion west,1890.0,merion west
,,,,,,,,,https://mediabiasfactcheck.com/merry-jane/,left,high,united states,"6,569",merry jane,1891.0,merry jane
,,,,,,,,,https://mediabiasfactcheck.com/metabunk/,center,high,united states,"32,468",metabunk,1892.0,metabunk
,,,,,,,,,https://mediabiasfactcheck.com/metro/,left-center,high,united states,"604,635",metro,1893.0,metro
,,,,,,,,,https://mediabiasfactcheck.com/metrowest-daily-news/,center,high,united states,"291,929",metrowest daily news,1894.0,metrowest daily news
,,,,,,,,,https://mediabiasfactcheck.com/mexico-daily-news/,left-center,high,mexico,"23,677",mexico daily news,1895.0,mexico daily news
,,,,,,,,,https://mediabiasfactcheck.com/miami-new-times-2/,left,high,united states,"171,150",miami new times,1897.0,miami new times
,,,,,,,,,https://mediabiasfactcheck.com/mic/,left-center,high,united states,"61,329",mic,1898.0,mic
,,,,,,,,,https://mediabiasfactcheck.com/migration-policy-institute/,left-center,high,united states,"88,419",migration policy institute,1899.0,migration policy institute
,,,,,,,,,https://mediabiasfactcheck.com/military-com/,center,high,united states,"593,720",military.com,1900.0,military
,,,,,,,,,https://mediabiasfactcheck.com/military-times/,center,high,united states,"1,778,295",military times,1901.0,military times
,,,,,,,,,https://mediabiasfactcheck.com/milwaukee-journal-sentinel/,left-center,high,united states,"452,189",milwaukee journal-sentinal,1902.0,milwaukee journal-sentinal
,,,,,,,,,https://mediabiasfactcheck.com/minneapolis-star-tribune/,left-center,high,united states,"2,105,469",minneapolis star-tribune,1903.0,minneapolis star-tribune
,,,,,,,,,https://mediabiasfactcheck.com/minnesota-public-radio-mpr/,left-center,high,united states,"363,554",minnesota public radio (mpr),1904.0,minnesota public radio (mpr)
,,,,,,,,,https://mediabiasfactcheck.com/minnpost/,left-center,high,united states,"275,694",minnpost,1905.0,minnpost
,,,,,,,,,https://mediabiasfactcheck.com/mint-press-news/,left-center,high,united states,"525,572",mint press news,1906.0,mint press news
,,,,,,,,,https://mediabiasfactcheck.com/missoulian/,center,high,united states,"184,927",missoulian,1907.0,missoulian
,,,,,,,,,https://mediabiasfactcheck.com/molad-center-renewal-israeli-democracy/,left,high,israel,"58,061",molad the center for the renewal of israeli democracy,1908.0,molad the center for the renewal of israeli democracy
,,,,,,,,,https://mediabiasfactcheck.com/mondoweiss/,left,high,united states,"1,804,970",mondoweiss,1909.0,mondoweiss
,,,,,,,,,https://mediabiasfactcheck.com/mongabay/,left-center,high,united states,"212,810",mongabay,1910.0,mongabay
,,,,,,,,,https://mediabiasfactcheck.com/montana-standard/,center,high,united states,"26,908",montana standard,1911.0,montana standard
,,,,,,,,,https://mediabiasfactcheck.com/monthly-review/,left-center,high,united states,"454,357",monthy review,1912.0,monthy review
,,,,,,,,,https://mediabiasfactcheck.com/montreal-gazette/,left-center,high,canada,"778,569",montreal gazette,1913.0,montreal gazette
,,,,,,,,,https://mediabiasfactcheck.com/mosaic/,pro-science,high,united kingdom,"11,253",mosaic,1914.0,mosaic
,,,,,,,,,https://mediabiasfactcheck.com/moscow-times/,left-center,high,netherlands,"47,775",moscow times,1915.0,moscow times
,,,,,,,,,https://mediabiasfactcheck.com/mother-nature-network/,left-center,high,united states,"572,772",mother nature network,1917.0,mother nature network
,,,,,,,,,https://mediabiasfactcheck.com/mountain-democrat/,left-center,high,united states,"20,058",mountain democrat,1918.0,mountain democrat
,,,,,,,,,https://mediabiasfactcheck.com/ms-magazine/,left,high,united states,"141,934",ms. (magazine),1919.0,ms. (magazine)
,,,,,,,,,https://mediabiasfactcheck.com/msn-com/,left-center,high,united states,"44,615,473",msn.com,1920.0,msn
,,,,,,,,,https://mediabiasfactcheck.com/muncie-voice/,left-center,high,united states,"19,397",muncie voice,1921.0,muncie voice
,,,,,,,,,https://mediabiasfactcheck.com/mwc-news-media-conscience/,left-center,high,belize,"551,919",mwc news - media with conscience,1922.0,mwc news - media with conscience
,,,,,,,,,https://mediabiasfactcheck.com/mynorthwest/,right-center,high,united states,"197,945",mynorthwest,1923.0,mynorthwest
,,,,,,,,,https://mediabiasfactcheck.com/naked-capitalism/,left-center,high,united states,"1,720,741",naked capitalism,1924.0,naked capitalism
,,,,,,,,,https://mediabiasfactcheck.com/napa-valley-register/,center,high,united states,"18,402",napa valley register,1925.0,napa valley register
,,,,,,,,,https://mediabiasfactcheck.com/naples-daily-news/,left-center,high,united states,"231,255",naples daily news,1926.0,naples daily news
,,,,,,,,,https://mediabiasfactcheck.com/national-affairs-magazine/,right-center,high,united states,"61,749",national affairs,1927.0,national affairs
,,,,,,,,,https://mediabiasfactcheck.com/national-association-advancement-colored-people-naacp/,left-center,high,united states,"733,977",national association for the advancement of colored people (naacp),1928.0,national association for the advancement of colored people (naacp)
,,,,,,,,,https://mediabiasfactcheck.com/national-bureau-of-economic-research-nber/,center,high,united states,"264,261",national bureau of economic research,1929.0,national bureau of economic research
,,,,,,,,,https://mediabiasfactcheck.com/national-center-transgender-equality-ncte/,left-center,high,united states,"26,067",national center for transgender equality,1930.0,national center for transgender equality
,,,,,,,,,https://mediabiasfactcheck.com/national-conference-of-state-legislatures-ncsl/,center,high,united states,"506,617",national conference of state legislatures (ncsl),1931.0,national conference of state legislatures (ncsl)
,,,,,,,,,https://mediabiasfactcheck.com/national-geographic/,pro-science,high,united states,"3,958,648",national geographic,1932.0,national geographic
,,,,,,,,,https://mediabiasfactcheck.com/national-institute-money-state-politics/,center,high,united states,"305,073",national institute on money in state politics,1933.0,national institute on money in state politics
,,,,,,,,,https://mediabiasfactcheck.com/national-institutes-of-health-nih/,pro-science,high,united states,"20,575,052",national institutes of health (nih),1934.0,national institutes of health (nih)
,,,,,,,,,https://mediabiasfactcheck.com/national-interest/,right-center,high,united states,"393,249",national interest,1935.0,national interest
,,,,,,,,,https://mediabiasfactcheck.com/national-newswatch/,left-center,high,canada,"80,836",national newswatch,1937.0,national newswatch
,,,,,,,,,https://mediabiasfactcheck.com/national-observer-canada/,left-center,high,canada,"43,336",national observer,1938.0,national observer
,,,,,,,,,https://mediabiasfactcheck.com/national-post/,right-center,high,canada,"1,498,530",national post,1939.0,national post
,,,,,,,,,https://mediabiasfactcheck.com/national-youth-rights-association/,left-center,high,united states,"7,774",national youth right association,1940.0,national youth right association
,,,,,,,,,https://mediabiasfactcheck.com/natural-resource-governance-institute/,left-center,high,united states,"283,312",natural resource governance institute,1941.0,natural resource governance institute
,,,,,,,,,https://mediabiasfactcheck.com/nature-conservancy/,left-center,high,united states,"835,444",nature conservancy,1942.0,nature conservancy
,,,,,,,,,https://mediabiasfactcheck.com/navy-times/,center,high,united states,0,navy times,1943.0,navy times
,,,,,,,,,https://mediabiasfactcheck.com/nbcnewyork-com/,left-center,high,united states,"8,919",nbcnewyork.com,1945.0,nbcnewyork
,,,,,,,,,https://mediabiasfactcheck.com/nc-policy-watch/,left-center,high,united states,"82,357",nc policy watch,1946.0,nc policy watch
,,,,,,,,,https://mediabiasfactcheck.com/need-2-know/,center,high,united states,"4,379",need2know,1947.0,need2know
,,,,,,,,,https://mediabiasfactcheck.com/netherlands-radio-and-television-association-nos/,right-center,high,netherlands,"674,159",netherlands radio and television association,1948.0,netherlands radio and television association
,,,,,,,,,https://mediabiasfactcheck.com/neuroscience-news/,pro-science,high,united states,"127,448",neuroscience news,1949.0,neuroscience news
,,,,,,,,,https://mediabiasfactcheck.com/new-america/,left-center,high,united states,"424,067",new america,1950.0,new america
,,,,,,,,,https://mediabiasfactcheck.com/new-atlas/,pro-science,high,united states,"527,870",new atlas,1951.0,new atlas
,,,,,,,,,https://mediabiasfactcheck.com/new-bern-sun-journal/,center,high,united states,"48,607",new bern sun journal,1952.0,new bern sun journal
,,,,,,,,,https://mediabiasfactcheck.com/new-england-cable-news-necn/,left-center,high,united states,"155,147",new england cable news (necn),1953.0,new england cable news (necn)
,,,,,,,,,https://mediabiasfactcheck.com/new-england-skeptical-society/,pro-science,high,united states,"13,161",new england skeptical society,1954.0,new england skeptical society
,,,,,,,,,https://mediabiasfactcheck.com/new-haven-register/,left-center,high,united states,0,new haven register,1955.0,new haven register
,,,,,,,,,https://mediabiasfactcheck.com/new-humanist/,pro-science,high,united kingdom,"63,677",new humanist,1956.0,new humanist
,,,,,,,,,https://mediabiasfactcheck.com/new-internationalist/,left,high,united kingdom,"1,179,744",new internationalist,1957.0,new internationalist
,,,,,,,,,https://mediabiasfactcheck.com/new-left-review/,left,high,united kingdom,"273,564",new left review,1958.0,new left review
,,,,,,,,,https://mediabiasfactcheck.com/new-matilda/,left-center,high,australia,"267,181",new matilda,1959.0,new matilda
,,,,,,,,,https://mediabiasfactcheck.com/new-moderate/,left-center,high,united states,"27,297",new moderate,1960.0,new moderate
,,,,,,,,,https://mediabiasfactcheck.com/new-politics-magazine/,left,high,united states,"76,211",new politics magazine,1961.0,new politics magazine
,,,,,,,,,https://mediabiasfactcheck.com/new-revolution-now/,right,high,united states,162,new revolution now,1963.0,new revolution now
,,,,,,,,,https://mediabiasfactcheck.com/new-scientist/,pro-science,high,united kingdom,"7,641,073",new scientist,1964.0,new scientist
,,,,,,,,,https://mediabiasfactcheck.com/new-statesman/,left,high,united states,"299,493",new statesman,1965.0,new statesman
,,,,,,,,,https://mediabiasfactcheck.com/new-york-amsterdam-news/,left,high,united states,"143,968",new york amsterdam news,1966.0,new york amsterdam news
,,,,,,,,,https://mediabiasfactcheck.com/new-zealand-herald/,center,high,new zealand,"2,229,449",new zealand herald,1971.0,new zealand herald
,,,,,,,,,https://mediabiasfactcheck.com/news-channel-4-kfor-com/,left-center,high,united states,"206,116",news channel 4 (kfor.com),1972.0,news channel 4 (kfor)
,,,,,,,,,https://mediabiasfactcheck.com/news-deeply/,left-center,high,united states,"74,853",news deeply,1973.0,news deeply
,,,,,,,,,https://mediabiasfactcheck.com/news-gazette/,right-center,high,united states,"180,891",news-gazette,1974.0,news-gazette
,,,,,,,,,https://mediabiasfactcheck.com/news-literacy-project/,center,high,united states,"6,844",the news literacy project,1975.0,the news literacy project
,,,,,,,,,https://mediabiasfactcheck.com/news-rescue/,right-center,high,united states,"32,430",news rescue,1976.0,news rescue
,,,,,,,,,https://mediabiasfactcheck.com/news24-south-africa/,center,high,south africa,"2,103,645",news24 (south africa),1977.0,news24 (south africa)
,,,,,,,,,https://mediabiasfactcheck.com/newsday/,left-center,high,united states,"2,151,175",newsday,1978.0,newsday
,,,,,,,,,https://mediabiasfactcheck.com/newsela/,center,high,united states,"244,536",newsela,1979.0,newsela
,,,,,,,,,https://mediabiasfactcheck.com/newser/,left-center,high,united states,"573,006",newser,1980.0,newser
,,,,,,,,,https://mediabiasfactcheck.com/newsguard/,center,high,united states,"16,397",newsguard,1981.0,newsguard
,,,,,,,,,https://mediabiasfactcheck.com/newsnet-yournewsnet-com/,center,high,united states,"14,081",newsnet (yournewsnet.com),1982.0,newsnet (yournewsnet)
,,,,,,,,,https://mediabiasfactcheck.com/newsnow-uk/,center,high,united kingdom,"1,945,353",newsnow uk,1983.0,newsnow uk
,,,,,,,,,https://mediabiasfactcheck.com/newsy/,left-center,high,united states,"318,141",newsy,1984.0,newsy
,,,,,,,,,https://mediabiasfactcheck.com/next-big-future/,pro-science,high,nan,"677,128",next big future,1985.0,next big future
,,,,,,,,,https://mediabiasfactcheck.com/next-observer/,pro-science,high,nan,26,next observer,1986.0,next observer
,,,,,,,,,https://mediabiasfactcheck.com/nextgov/,center,high,nan,"158,285",nextgov,1987.0,nextgov
,,,,,,,,,https://mediabiasfactcheck.com/nhk-world/,center,high,nan,"54,121",nhk world,1988.0,nhk world
,,,,,,,,,https://mediabiasfactcheck.com/niskanen-center/,center,high,nan,"14,157",niskanen center,1989.0,niskanen center
,,,,,,,,,https://mediabiasfactcheck.com/nk-news/,center,high,nan,"74,736",nk news,1990.0,nk news
,,,,,,,,,https://mediabiasfactcheck.com/no-labels/,center,high,nan,"27,623",no labels,1991.0,no labels
,,,,,,,,,https://mediabiasfactcheck.com/noozhawk/,center,high,nan,"258,117",noozhawk,1992.0,noozhawk
,,,,,,,,,https://mediabiasfactcheck.com/northwest-indiana-times/,center,high,united states,"162,304",northwest indiana times,1993.0,northwest indiana times
,,,,,,,,,https://mediabiasfactcheck.com/novinite/,center,high,nan,"1,933,951",novinite,1994.0,novinite
,,,,,,,,,https://mediabiasfactcheck.com/now-magazine/,left,high,nan,"195,499",now magazine,1995.0,now magazine
,,,,,,,,,https://mediabiasfactcheck.com/ntd-tv-new-tang-dynasty/,right-center,high,united states,"1,232,859",ntd.tv (new tang dynasty),1997.0,ntd.tv (new tang dynasty)
,,,,,,,,,https://mediabiasfactcheck.com/oc-weekly/,left-center,high,united states,"118,624",ocweekly,1998.0,ocweekly
,,,,,,,,,https://mediabiasfactcheck.com/occupy-com/,left,high,united states,"61,154",occupy.com,1999.0,occupy
,,,,,,,,,https://mediabiasfactcheck.com/oil-and-water-dont-mix/,left-center,high,united states,"1,403",oil and water don't mix,2000.0,oil and water don't mix
,,,,,,,,,https://mediabiasfactcheck.com/oil-price/,center,high,united kingdom,"1,718,756",oilprice,2001.0,oilprice
,,,,,,,,,https://mediabiasfactcheck.com/oneeighty/,center,high,nan,"1,030",oneeighty,2002.0,oneeighty
