name_mbfc,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc
viral thread,https://mediabiasfactcheck.com/viral-thread/,center,high,,"8,985"
vocativ,https://mediabiasfactcheck.com/vocativ/,center,high,,"27,183"
voice of america,https://mediabiasfactcheck.com/voice-of-america/,center,high,united states,"3,297,298"
voice of san diego,https://mediabiasfactcheck.com/voice-of-san-diego/,center,high,united states,"206,676"
vos iz neias,https://mediabiasfactcheck.com/vos-iz-neias/,center,high,,"92,158"
vote smart,https://mediabiasfactcheck.com/votesmart/,center,high,united states,"3,432,156"
vote vets,https://mediabiasfactcheck.com/votevets-org/,left-center,high,united states,"73,116"
vulture,https://mediabiasfactcheck.com/vulture/,left-center,high,united states,"7,149,462"
waco tribune-herald,https://mediabiasfactcheck.com/waco-tribune-herald-bias-credibility-rating/,center,high,united states,"36,137"
walesonline,https://mediabiasfactcheck.com/walesonline/,left-center,high,united kingdom,0
wall street on parade,https://mediabiasfactcheck.com/wall-street-on-parade/,left,high,united states,"199,411"
war on the rocks,https://mediabiasfactcheck.com/war-on-the-rocks/,center,high,united states,"72,801"
washington babylon,https://mediabiasfactcheck.com/washington-babylon/,left,high,united states,"21,153"
washington blade,https://mediabiasfactcheck.com/washington-blade/,left-center,high,united states,"218,054"
washingtonian,https://mediabiasfactcheck.com/washingtonian-bias-credibility-rating/,left,high,united states,"2,898"
washington's top news (wtop),https://mediabiasfactcheck.com/washingtons-top-news-wtop/,center,high,united states,"724,807"
the world can't wait,https://mediabiasfactcheck.com/world-cant-wait/,left,high,,"6,340"
the zdf (zweites deutsches fernsehen),https://mediabiasfactcheck.com/zdf-zweites-deutsches-fernsehen/,center,high,germany,"1,372,496"
media bias/fact check,,center,very high,united states,"60,403"
africa check,https://mediabiasfactcheck.com/africa-check/,center,very high,south africa,"20,512"
air and space mag,https://mediabiasfactcheck.com/air-space-magazine/,pro-science,very high,united states,"1,445,278"
american academy of pediatrics,https://mediabiasfactcheck.com/american-academy-of-pediatrics/,pro-science,very high,united states,"400,951"
american association for the advancement of science.,https://mediabiasfactcheck.com/american-association-for-the-advancement-of-science-aaas/,pro-science,very high,united states,"1,301,481"
american geophysical union (agu),https://mediabiasfactcheck.com/american-geophysical-union-agu/,pro-science,very high,united states,"344,533"
american journal of archaeology,https://mediabiasfactcheck.com/american-journal-of-archaeology/,pro-science,very high,united states,"29,861"
american physical society (aps),https://mediabiasfactcheck.com/american-physical-society-aps/,pro-science,very high,united states,"568,165"
american press institute (api),https://mediabiasfactcheck.com/american-press-institute-api/,center,very high,united states,"29,483"
american psychoanalytic association,https://mediabiasfactcheck.com/american-psychoanalytic-association/,pro-science,very high,united states,"34,692"
american psychological association,https://mediabiasfactcheck.com/american-psychological-association-apa/,pro-science,very high,united states,"464,392"
american scientist,https://mediabiasfactcheck.com/american-scientist/,pro-science,very high,united states,"136,763"
anxiety and depression association of america (adaa),https://mediabiasfactcheck.com/anxiety-and-depression-association-of-america-adaa/,pro-science,very high,united states,"82,717"
archaelogy magazine,https://mediabiasfactcheck.com/archaeology-magazine/,pro-science,very high,united states,"151,111"
astronomy magazine,https://mediabiasfactcheck.com/astronomy-magazine/,pro-science,very high,united states,"442,683"
atavist magazine,https://mediabiasfactcheck.com/atavist-magazine/,left-center,very high,united states,"2,857"
autistic self advocacy network (asan),https://mediabiasfactcheck.com/autistic-self-advocacy-network/,pro-science,very high,united states,"23,861"
ballotpedia,https://mediabiasfactcheck.com/ballotpedia/,center,very high,united states,"57,765"
biomedical central (bmc),https://mediabiasfactcheck.com/biomed-central-bmc/,pro-science,very high,united kingdom,"4,043,365"
biotechnology innovationanization (bio),https://mediabiasfactcheck.com/biotechnology-innovation-organization-bio/,pro-science,very high,united states,"559,269"
brookings institute,https://mediabiasfactcheck.com/brookings-institute/,left-center,very high,united states,"946,810"
bulletin of atomic scientists,https://mediabiasfactcheck.com/bulletin-of-the-atomic-scientists/,center,very high,united states,"181,001"
center for responsive politics,https://mediabiasfactcheck.com/center-for-responsive-politics-open-secrets/,center,very high,united states,"6,313,537"
center for strategic and international studies,https://mediabiasfactcheck.com/center-for-strategic-and-international-studies/,center,very high,united states,"330,531"
centers for disease control (cdc),https://mediabiasfactcheck.com/centers-disease-control-prevention-cdc/,pro-science,very high,united states,"10,301,213"
charity navigator,https://mediabiasfactcheck.com/charity-navigator/,center,very high,united states,0
climate action tracker,https://mediabiasfactcheck.com/climate-action-tracker/,pro-science,very high,united states,"26,489"
climate central,https://mediabiasfactcheck.com/climate-central/,pro-science,very high,united states,"250,342"
climate feedback,https://mediabiasfactcheck.com/climate-feedback/,pro-science,very high,united states,"7,081"
cochrane,https://mediabiasfactcheck.com/cochrane/,pro-science,very high,united states,"1,676,881"
committee for a responsible federal buddget,https://mediabiasfactcheck.com/committee-for-a-responsible-federal-budget/,center,very high,united states,"10,395"
committee for skeptical inquiry,https://mediabiasfactcheck.com/committee-for-skeptical-inquiry/,pro-science,very high,united states,"144,989"
committee to protect journalists,https://mediabiasfactcheck.com/committee-to-protect-journalists/,center,very high,united states,"294,557"
congress.gov,https://mediabiasfactcheck.com/congress-gov/,center,very high,united states,"3,414,418"
congressional budget office (cbo),https://mediabiasfactcheck.com/congressional-budget-office-cbo/,center,very high,united states,"173,271"
contrail science,https://mediabiasfactcheck.com/contrail-science/,pro-science,very high,united states,"7,888"
cosmos magazine,https://mediabiasfactcheck.com/cosmos-magazine/,pro-science,very high,australia,"171,228"
differencebetween.net,https://mediabiasfactcheck.com/differencebetween-net/,center,very high,united states,"41,021"
doubtful news,https://mediabiasfactcheck.com/doubtful-news/,pro-science,very high,united states,"37,493"
earth magazine,https://mediabiasfactcheck.com/earth-magazine/,pro-science,very high,united states,"64,393"
earth & sky,https://mediabiasfactcheck.com/earth-sky/,pro-science,very high,united states,"123,317"
edge foundation,https://mediabiasfactcheck.com/edge-foundation/,pro-science,very high,united states,"675,939"
every crs report,https://mediabiasfactcheck.com/every-crs-report/,center,very high,united states,"27,669"
examine,https://mediabiasfactcheck.com/examine-com/,pro-science,very high,canada,"45,799"
factscan,https://mediabiasfactcheck.com/factscan/,center,very high,canada,634
federation of american scientists,https://mediabiasfactcheck.com/federation-of-american-scientists-fas/,pro-science,very high,united states,"343,289"
frontiers in psychology,https://mediabiasfactcheck.com/frontiers-in-psychology/,pro-science,very high,united states,806
gallup,https://mediabiasfactcheck.com/gallup/,center,very high,united states,"472,509"
genetic engineering and biotechnology news (gen),https://mediabiasfactcheck.com/genetic-engineering-and-biotechnology-news-gen/,pro-science,very high,united states,"339,318"
govtrack,https://mediabiasfactcheck.com/govtrack/,center,very high,united states,"733,454"
hoax slayer,https://mediabiasfactcheck.com/hoax-slayer/,center,very high,australia,"102,044"
how stuff works,https://mediabiasfactcheck.com/howstuffworks/,pro-science,very high,united states,"1,058,121"
inside science,https://mediabiasfactcheck.com/inside-science/,pro-science,very high,united states,"52,834"
institute for women's policy research (iwpr),https://mediabiasfactcheck.com/institute-for-womens-policy-research-iwpr/,center,very high,united states,"19,728"
institute of physics (iop),https://mediabiasfactcheck.com/institute-of-physics-iop/,pro-science,very high,united kingdom,"1,785,944"
international consortium of investigative journalists,https://mediabiasfactcheck.com/international-consortium-of-investigative-journalists/,center,very high,united states,"1,354,367"
internationalanization,https://mediabiasfactcheck.com/international-organization/,center,very high,united kingdom,"120,418"
international press institute,https://mediabiasfactcheck.com/international-press-institute/,center,very high,austria,"18,429"
international renewable energy agency,https://mediabiasfactcheck.com/international-renewable-energy-agency-irena/,pro-science,very high,united arab emirates,"384,054"
investigative reporters and editors,https://mediabiasfactcheck.com/investigative-reporters-and-editors/,center,very high,united states,"201,862"
james randi educational foundation,https://mediabiasfactcheck.com/james-randi-educational-foundation/,pro-science,very high,united states,"10,790"
johns hopkins medicine,https://mediabiasfactcheck.com/johns-hopkins-medicine/,pro-science,very high,united states,"942,952"
journal politics and society,https://mediabiasfactcheck.com/journal-of-politics-and-society/,left-center,very high,united states,722
jstor daily,https://mediabiasfactcheck.com/jstore-daily/,center,very high,united states,"71,837"
jstor,https://mediabiasfactcheck.com/jstore/,pro-science,very high,united states,"3,045,894"
kuow npr,https://mediabiasfactcheck.com/kuow-npr/,left-center,very high,united states,"79,544"
lawfare blog,https://mediabiasfactcheck.com/lawfare-blog/,center,very high,united states,"1,348,394"
lima charlie news,https://mediabiasfactcheck.com/lima-charlie-news/,center,very high,united states,"5,682"
mayo clinic,https://mediabiasfactcheck.com/mayo-clinic/,pro-science,very high,united states,"1,228,074"
medical daily,https://mediabiasfactcheck.com/medical-daily/,pro-science,very high,united states,"94,665"
medscape,https://mediabiasfactcheck.com/medscape/,pro-science,very high,united states,"4,829,832"
mit technology review,https://mediabiasfactcheck.com/mit-technology-review/,pro-science,very high,united states,"790,567"
morning consult,https://mediabiasfactcheck.com/morning-consult/,center,very high,united states,"56,399"
nasa,https://mediabiasfactcheck.com/nasa/,pro-science,very high,united states,"7,466,978"
national academy of sciences (nas),https://mediabiasfactcheck.com/national-academy-of-sciences-nas/,pro-science,very high,united states,760
national centers for environmental information (ncei),https://mediabiasfactcheck.com/national-centers-environmental-information-ncei/,pro-science,very high,united states,"3,098,911"
national oceanic and atmospheric admin.,https://mediabiasfactcheck.com/national-oceanic-and-atmospheric-administration-noaa/,pro-science,very high,united states,"21,282,518"
nationmaster,https://mediabiasfactcheck.com/nationmaster/,center,very high,australia,"746,239"
nature,https://mediabiasfactcheck.com/nature/,pro-science,very high,united kingdom,"3,156,965"
nautilus magazine,https://mediabiasfactcheck.com/nautilus-magazine/,pro-science,very high,united states,"96,797"
new europe,https://mediabiasfactcheck.com/new-europe/,left-center,very high,belgium,"140,898"
news lookup,https://mediabiasfactcheck.com/news-lookup/,center,very high,united states,"87,732"
oceana,https://mediabiasfactcheck.com/oceana/,pro-science,very high,,"177,300"
pan american healthanization,https://mediabiasfactcheck.com/pan-american-health-organization-paho/,pro-science,very high,,"2,283,714"
pew research,https://mediabiasfactcheck.com/pew-research/,center,very high,united states,"567,719"
political psychology journal,https://mediabiasfactcheck.com/political-psychology-journal/,pro-science,very high,,"6,800"
polygraph.info,https://mediabiasfactcheck.com/polygraph-info/,center,very high,,"28,264"
proceedings of the national academy of sciences (pnas),https://mediabiasfactcheck.com/proceedings-of-the-national-academy-of-sciences-of-the-united-states-of-america-pnas/,pro-science,very high,,"804,618"
project on government insight,https://mediabiasfactcheck.com/project-on-government-oversight/,center,very high,,"33,007"
psypost,https://mediabiasfactcheck.com/psypost/,pro-science,very high,united states,"69,595"
public library of science,https://mediabiasfactcheck.com/public-library-science-plos/,pro-science,very high,,"702,358"
public policy polling,https://mediabiasfactcheck.com/public-policy-polling-ppp/,center,very high,united states,"130,660"
public religion research institute,https://mediabiasfactcheck.com/public-religion-research-institute-prri/,center,very high,united states,"36,503"
