name,news_link,bias_mbfc,reporting_mbfc,country_mbfc,references_mbfc
The Monthly (Australia),https://mediabiasfactcheck.com/the-monthly-australia/,Left-Center,High,Australia,"80,801"
The Morning Call,https://mediabiasfactcheck.com/the-morning-call/,Least Biased,High,,"971,414"
The Nation Institute,https://mediabiasfactcheck.com/the-nation-institute/,Left-Center,High,,"46,724"
The Nation Pakistan,https://mediabiasfactcheck.com/the-nation-pakistan/,Right-Center,High,Pakistan,"2,680,449"
The Nation,https://mediabiasfactcheck.com/the-nation/,Left,High,United States,"3,425,379"
The National Memo,https://mediabiasfactcheck.com/the-national-memo/,Left,High,United States,"100,165"
The National (UAE),https://mediabiasfactcheck.com/the-national-uae/,Right-Center,High,United Arab Emirates,"577,766"
The Nevada Independent,https://mediabiasfactcheck.com/the-nevada-independent/,Least Biased,High,United States,"12,324"
The New Arab,https://mediabiasfactcheck.com/the-new-arab/,Left-Center,High,,"559,317"
The New Atlantis,https://mediabiasfactcheck.com/the-new-atlantis/,Right-Center,High,,"216,830"
The New Tropic,https://mediabiasfactcheck.com/the-new-tropic/,Left-Center,High,,813
The News International,https://mediabiasfactcheck.com/the-news-international/,Least Biased,High,,"1,251,344"
The News Lens,https://mediabiasfactcheck.com/the-news-lens/,Right-Center,High,,"2,010,124"
The News (Mexico City),https://mediabiasfactcheck.com/the-news-mexico-city/,Least Biased,High,Mexico,"640,733"
The News-Times (Danbury),https://mediabiasfactcheck.com/the-news-times-danbury/,Left-Center,High,United States,"1,474,647"
The News Tribune,https://mediabiasfactcheck.com/the-news-tribune/,Left-Center,High,United States,"595,927"
The Next Web (TNW),https://mediabiasfactcheck.com/the-next-web/,Left-Center,High,,"1,685,446"
The Objective Standard,https://mediabiasfactcheck.com/the-objective-standard/,Right-Center,High,,"151,947"
The Observatory,https://mediabiasfactcheck.com/the-observatory/,Least Biased,High,,825
The Oklahoman,https://mediabiasfactcheck.com/the-oklahoman/,Right-Center,High,United States,"21,135"
The Olympian,https://mediabiasfactcheck.com/the-olympian/,Left-Center,High,United States,"1,283,712"
The Oslo Times,https://mediabiasfactcheck.com/the-oslo-times/,Left-Center,High,Norway,"21,516"
The Outline,https://mediabiasfactcheck.com/the-outline/,Left,High,,"38,303"
The Outlook (Monmouth University),https://mediabiasfactcheck.com/the-outlook-monmouth-university/,Least Biased,High,United States,"30,028"
The Palestine Chronicle,https://mediabiasfactcheck.com/the-palestine-chronicle/,Left,High,United States,"266,818"
The Palm Beach Post,https://mediabiasfactcheck.com/the-palm-beach-post/,Left-Center,High,United States,"1,185,904"
The Pantagraph,https://mediabiasfactcheck.com/the-pantagraph/,Least Biased,High,,"47,086"
The Patriot-News,https://mediabiasfactcheck.com/the-patriot-news/,Left-Center,High,United States,"1,763,226"
The Phnom Penh Post,https://mediabiasfactcheck.com/the-phnom-penh-post/,Least Biased,High,Cambodia,"1,661,126"
The Plain Dealer,https://mediabiasfactcheck.com/the-plain-dealer/,Left-Center,High,United States,"5,674,593"
The Post and Courier,https://mediabiasfactcheck.com/the-post-and-courier/,Least Biased,High,,"133,565"
"The Post-Journal (Jamestown, New york)",https://mediabiasfactcheck.com/the-post-journal-jamestown-new-york/,Right-Center,High,United States,"3,087"
The Post-Standard (Syracuse),https://mediabiasfactcheck.com/the-post-standard-syracuse/,Least Biased,High,United States,"2,529,494"
The Post Star,https://mediabiasfactcheck.com/the-post-star/,Least Biased,High,,"28,618"
The Press Democrat,https://mediabiasfactcheck.com/the-press-democrat/,Left-Center,High,United States,"399,189"
The Press-Enterprise,https://mediabiasfactcheck.com/the-press-enterprise/,Right-Center,High,United States,"551,914"
The Progressive,https://mediabiasfactcheck.com/the-progressive/,Left,High,United States,"356,080"
Providence Journal,https://mediabiasfactcheck.com/the-providence-journal/,Left-Center,High,United States,"1,847,115"
The Pulse,https://mediabiasfactcheck.com/the-pulse/,Left-Center,High,United States,"18,261"
The Record (New Jersey),https://mediabiasfactcheck.com/the-record-new-jersey/,Left-Center,High,United States,"246,562"
The Republic (Indiana),https://mediabiasfactcheck.com/the-republic-indiana/,Least Biased,High,United States,"2,290"
The Ringer,https://mediabiasfactcheck.com/the-ringer/,Left-Center,High,,"106,091"
The Root,https://mediabiasfactcheck.com/the-root/,Left,High,United States,"10,043,862"
The Saturday Paper,https://mediabiasfactcheck.com/the-saturday-paper/,Left-Center,High,,"336,370"
The Scotsman,https://mediabiasfactcheck.com/the-scotsman/,Least Biased,High,United Kingdom,"790,651"
The Sentinel (Pennsylvania),https://mediabiasfactcheck.com/the-sentinel-pennsylvania/,Least Biased,High,United States,"18,944"
The Skimm,https://mediabiasfactcheck.com/the-skimm/,Left-Center,High,United States,"46,166"
The Smoking Gun,https://mediabiasfactcheck.com/the-smoking-gun/,Right-Center,High,United States,"1,569,169"
The Sociable,https://mediabiasfactcheck.com/the-sociable/,Least Biased,High,,"18,267"
The Sorrentino,https://mediabiasfactcheck.com/the-sorrentino/,Right-Center,High,United States,6
The Southern Illinoisan,https://mediabiasfactcheck.com/the-southern-illinoisan/,Least Biased,High,United States,"52,326"
The Spectator (USA),https://mediabiasfactcheck.com/the-spectator-usa/,Right-Center,High,United States,"268,206"
The Spokesman-Review,https://mediabiasfactcheck.com/the-spokesman-review/,Right-Center,High,United States,"1,147,225"
The State Press (Arizona),https://mediabiasfactcheck.com/the-state-press-arizona/,Left-Center,High,United States,818
The State,https://mediabiasfactcheck.com/the-state/,Left-Center,High,,"1,524,020"
The Stranger,https://mediabiasfactcheck.com/the-stranger/,Left-Center,High,,"3,822,921"
The Strategy Bridge,https://mediabiasfactcheck.com/the-strategy-bridge/,Least Biased,High,,"2,622"
The Sumter Item,https://mediabiasfactcheck.com/the-sumter-item/,Right-Center,High,United States,"322,297"
The Sun Magazine,https://mediabiasfactcheck.com/the-sun-magazine/,Left-Center,High,United States,"43,404"
The Swedish Wire,https://mediabiasfactcheck.com/the-swedish-wire/,Least Biased,High,Sweden,"55,345"
The Sydney Morning Herald,https://mediabiasfactcheck.com/the-sydney-morning-herald/,Left-Center,High,Australia,"9,413,386"
The Tab,https://mediabiasfactcheck.com/the-tab/,Left-Center,High,,"39,420"
The Tennessean,https://mediabiasfactcheck.com/the-tennessean/,Right-Center,High,United States,"1,248,168"
The Texas Observer,https://mediabiasfactcheck.com/the-texas-observer/,Left,High,United States,"87,017"
The Times and Democrat,https://mediabiasfactcheck.com/the-times-and-democrat/,Least Biased,High,United States,"13,913"
The Times Herald (Port Huron),https://mediabiasfactcheck.com/the-times-herald-port-huron/,Right-Center,High,United States,"412,227"
The Times (Illinois),https://mediabiasfactcheck.com/the-times-illinois/,Least Biased,High,United States,"365,715"
The Times UK and Sunday Times,https://mediabiasfactcheck.com/the-times-of-london/,Right-Center,High,United Kingdom,"12,448,430"
Times-Picayune,https://mediabiasfactcheck.com/the-times-picayune/,Left-Center,High,United States,"1,740,691"
The Town Talk,https://mediabiasfactcheck.com/the-town-talk/,Least Biased,High,United States,"592,608"
The Trace,https://mediabiasfactcheck.com/the-trace/,Left-Center,High,,"15,322"
Transpartisan Review,https://mediabiasfactcheck.com/the-trump-media/,Least Biased,High,United States,30
The Truth About Guns,https://mediabiasfactcheck.com/the-truth-about-guns/,Right,High,United States,"199,439"
The TruthSetter,https://mediabiasfactcheck.com/the-truthsetter/,Least Biased,High,,27
The Tyee,https://mediabiasfactcheck.com/the-tyee/,Left-Center,High,Canada,"277,313"
The Varsity,https://mediabiasfactcheck.com/the-varsity/,Left-Center,High,United States,"34,036"
The Verge,https://mediabiasfactcheck.com/the-verge/,Left-Center,High,United States,"2,862,457"
The Village Voice,https://mediabiasfactcheck.com/the-village-voice/,Left,High,United States,"1,041,077"
The Vindicator,https://mediabiasfactcheck.com/the-vindicator/,Least Biased,High,United States,"3,019"
The Virginian-Pilot,https://mediabiasfactcheck.com/the-virginian-pilot/,Left-Center,High,United States,"117,274"
The Walrus,https://mediabiasfactcheck.com/the-walrus/,Left,High,Canada,"57,280"
The Waterloo-Cedar Falls Courier,https://mediabiasfactcheck.com/the-waterloo-cedar-falls-courier/,Least Biased,High,United States,"17,918"
The Week UK,https://mediabiasfactcheck.com/the-week-uk/,Left-Center,High,United Kingdom,"604,188"
The Week,https://mediabiasfactcheck.com/the-week/,Left,High,United States,"1,862,527"
The West Australian,https://mediabiasfactcheck.com/the-west-australian/,Right-Center,High,Australia,"710,200"
The Wilderness Society,https://mediabiasfactcheck.com/the-wilderness-society/,Left-Center,High,United States,"756,361"
The Wire - India,https://mediabiasfactcheck.com/the-wire-india/,Left-Center,High,India,"207,101"
The Zero Hour,https://mediabiasfactcheck.com/the-zero-hour/,Left-Center,High,,"5,414"
The Improper Magazine,https://mediabiasfactcheck.com/theimproper-magazine/,Left,High,,"63,367"
TheJournal.ie,https://mediabiasfactcheck.com/thejournal-ie/,Least Biased,High,Ireland,"2,146,651"
Them.us,https://mediabiasfactcheck.com/them-us/,Left,High,United States,0
TheStreet,https://mediabiasfactcheck.com/thestreet/,Right-Center,High,United States,0
Think Progress,https://mediabiasfactcheck.com/think-progress/,Left,High,United States,"3,549,198"
Third Way,https://mediabiasfactcheck.com/third-way/,Least Biased,High,United States,"55,322"
This Magazine,https://mediabiasfactcheck.com/this-magazine/,Left,High,Canada,"25,319"
Thomson Reuters Foundation,https://mediabiasfactcheck.com/thomson-reuters-foundation/,Left-Center,High,United Kingdom,"562,953"
Thrillist,https://mediabiasfactcheck.com/thrillist-bias-credibility/,Left-Center,High,United States,"221,330"
Time Magazine,https://mediabiasfactcheck.com/time/,Left-Center,High,United States,"5,985,276"
Times-News (Idaho),https://mediabiasfactcheck.com/times-news-idaho/,Least Biased,High,United States,"46,879"
Times News (Pennsylvania),https://mediabiasfactcheck.com/times-news-pennsylvania/,Right-Center,High,United States,"115,716"
The Times of India,https://mediabiasfactcheck.com/times-of-india/,Right-Center,High,India,"10,788,866"
Times of Israel,https://mediabiasfactcheck.com/times-of-israel/,Left-Center,High,Israel,"1,291,282"
Times of San Diego,https://mediabiasfactcheck.com/times-san-diego/,Least Biased,High,United States,"8,282"
To Inform is to Influence,https://mediabiasfactcheck.com/to-inform-is-to-influence/,Left-Center,High,United States,"4,322"
Today I Found Out,https://mediabiasfactcheck.com/today-i-found-out/,Least Biased,High,,"80,755"
Toledo Blade,https://mediabiasfactcheck.com/toledo-blade/,Right-Center,High,United States,"810,509"
Tomdispatch.com,https://mediabiasfactcheck.com/tomdispatch-com/,Left-Center,High,United States,"854,809"
Topeka Capital-Journal,https://mediabiasfactcheck.com/topeka-capital-journal/,Right-Center,High,United States,"97,258"
Toronto Star,https://mediabiasfactcheck.com/toronto-star/,Left-Center,High,Canada,"5,516,206"
TreeHugger,https://mediabiasfactcheck.com/treehugger/,Left,High,United States,"1,405,766"
Tri-City Herald,https://mediabiasfactcheck.com/tri-city-herald/,Least Biased,High,United States,0
Tribune Magazine UK,https://mediabiasfactcheck.com/tribune-magazine-uk/,Left,High,United Kingdom,"29,114"
Tribune Content Agency,https://mediabiasfactcheck.com/tribune-news-service/,Least Biased,High,United States,"112,014"
Truth Against the Machine,https://mediabiasfactcheck.com/truth-against-the-machine/,Left,High,,"8,073"
Truth Be Told,https://mediabiasfactcheck.com/truth-be-told/,Least Biased,High,,618
TruthDig,https://mediabiasfactcheck.com/truthdig/,Left,High,United States,"2,005,299"
TVW Washington State,https://mediabiasfactcheck.com/tvw-washington-state/,Least Biased,High,United States,"1,549,256"
Undark,https://mediabiasfactcheck.com/undark/,Least Biased,High,,"29,880"
Understanding Reality Through Science,https://mediabiasfactcheck.com/understand-reality-through-science/,Pro-Science,High,United States,577
Unicorn Riot,https://mediabiasfactcheck.com/unicorn-riot/,Left-Center,High,,"39,965"
Union of Concerned Scientists,https://mediabiasfactcheck.com/union-of-concerned-scientists/,Left-Center,High,United States,"390,052"
United Federation of Teachers,https://mediabiasfactcheck.com/united-federation-of-teachers-uft/,Left-Center,High,United States,"230,715"
United Nations Environment Programme (UNEP),https://mediabiasfactcheck.com/united-nations-environment-programme-unep/,Pro-Science,High,Kenya,877
United Press International (UPI),https://mediabiasfactcheck.com/united-press-international-upi/,Least Biased,High,United States,"1,801,004"
University Business,https://mediabiasfactcheck.com/university-business/,Left-Center,High,United States,"36,556"
Upworthy,https://mediabiasfactcheck.com/upworthy/,Left,High,United States,"107,186"
Urban Institute,https://mediabiasfactcheck.com/urban-institute/,Left-Center,High,United States,"632,511"
US Department of Energy - Office of Science,https://mediabiasfactcheck.com/us-department-energy-office-science/,Pro-Science,High,United States,"3,278,798"
Government Accountability Office (GAO),https://mediabiasfactcheck.com/us-government-accountability-office-gao/,Least Biased,High,United States,"175,944"
UsNews and World Report,https://mediabiasfactcheck.com/us-news-world-report/,Left-Center,High,United States,"1,396,368"
USA Today,https://mediabiasfactcheck.com/usa-today-2/,Left-Center,High,United States,"16,253,014"
Utah Public Radio (UTR),https://mediabiasfactcheck.com/utah-public-radio-upr/,Left-Center,High,United States,"3,812"
Utah Standard-Examiner,https://mediabiasfactcheck.com/utah-standard-examiner/,Least Biased,High,United States,"38,950"
Utica Observer-Dispatch,https://mediabiasfactcheck.com/utica-observer-dispatch/,Left-Center,High,United States,"325,682"
ValueWalk,https://mediabiasfactcheck.com/valuewalk/,Right-Center,High,,"735,542"
Vancouver Sun,https://mediabiasfactcheck.com/vancouver-sun/,Right-Center,High,Canada,"412,481"
Variety Magazine,https://mediabiasfactcheck.com/variety-magazine/,Left-Center,High,United States,"3,887,487"
Vermont Independent,https://mediabiasfactcheck.com/vermont-independent/,Left,High,United States,65
Verrit,https://mediabiasfactcheck.com/verrit/,Left,High,,"1,020"
Vice News,https://mediabiasfactcheck.com/vice-news/,Left-Center,High,United States,"929,674"
Victoria Advocate,https://mediabiasfactcheck.com/victoria-advocate/,Left-Center,High,United States,0
Viral Thread,https://mediabiasfactcheck.com/viral-thread/,Least Biased,High,,"8,985"
Virginia Mercury,https://mediabiasfactcheck.com/virginia-mercury/,Left-Center,High,United States,"1,627"
Vocativ,https://mediabiasfactcheck.com/vocativ/,Least Biased,High,,"27,183"
Voice of America,https://mediabiasfactcheck.com/voice-of-america/,Least Biased,High,United States,"3,297,298"
Voice of San Diego,https://mediabiasfactcheck.com/voice-of-san-diego/,Least Biased,High,United States,"206,676"
Vos Iz Neias,https://mediabiasfactcheck.com/vos-iz-neias/,Least Biased,High,,"92,158"
Vote Smart,https://mediabiasfactcheck.com/votesmart/,Least Biased,High,United States,"3,432,156"
Vote Vets,https://mediabiasfactcheck.com/votevets-org/,Left-Center,High,United States,"73,116"
Vulture,https://mediabiasfactcheck.com/vulture/,Left-Center,High,United States,"7,149,462"
